AcresBurned,ArchiveYear,Counties,Extinguished,Injuries,Latitude,Longitude,MajorIncident,Name,PersonnelInvolved,SearchDescription,Started
14,2014,Riverside,2014-06-04T16:30:00Z,,0,0,FALSE,Santa Fire,,"The Santa Fire started on June 4, 2014 and burned 30 acres off Santa Rosa & Rancho California Road in Temecula.",2014-06-04T15:18:00Z
10,2014,Madera,2014-12-12T13:45:00Z,,37,18.4,FALSE,Pines Fire,,The Pines Fire burned 10 acres at Malum Ridge Road near Bass Lake in Madera County. CAL FIRE is assisting USFS with the fire.,2014-08-26T16:23:00Z
6,2014,Napa,2014-08-31T18:00:00Z,,0,0,FALSE,South Napa Earthquake,,On August 24 a 6.0 magnitude earthquake occurred northwest of the City of American Canyon in Napa County. ,2014-08-24T03:20:00Z
0,2014,Siskiyou,2014-08-14T09:30:00Z,,41.796,-123.374,FALSE,Happy Camp Complex,,"The Happy Camp Complex started on August 11, 2014 and is burning in the Happy Camp area on the Klamath National Forest in Siskiyou County",2014-08-11T22:00:00Z
151623,2015,Fresno,2015-11-09T12:00:00Z,,36.874,-118.905,FALSE,Rough Fire ,,"The Rough Fire started on July 31 near Hume Lake, southwest of Spanish Mountain 5 on the Sierra National Forest in Fresno County. ",2015-07-31T19:00:00Z
77081,2015,Trinity,2015-07-31T20:25:00Z,,0,0,FALSE,River Complex,,"River Complex started on July 31 Near the communities of Dailey Ranch, Hoboken, Denny and Trinity Village in Trinity County.",2015-07-30T22:30:00Z
69438,2015,Lake,2015-08-14T18:15:00Z,,38.8863538,-122.4762475,TRUE,Rocky Fire,227,"The Rock Fire started on July 29 near Morgan Valley Road and Rocky Creek Road, east of Lower Lake in Lake County. ",2015-07-29T15:29:00Z
36503,2015,Trinity,2015-08-24T10:00:00Z,,0,0,FALSE,Fork Complex,,"Fork Complex started on July 30 near the communities of Hayfork, Hyampom, and Harrison Gulch in Trinity County. ",2015-07-30T21:30:00Z
31359,2015,San Bernardino,2015-08-01T22:15:00Z,,34.16027778,-116.8927778,FALSE,Lake Fire,,"The Lake Fire started on June 17, 2015 east of Camp de Benneville Pines, off Hwy 38, south of Big Bear Lake in the San Bernardino National Forest (San Bernardino County)and burned 31,359 acres.",2015-06-17T15:52:00Z
30361,2015,Del Norte,2015-08-04T09:00:00Z,,0,0,FALSE,Gasquet Complex,,"The Gasquet Complex started on July 31, 2015 and is burning Gasquet area in Del Norte County. ",2015-07-31T21:00:00Z
29416,2015,Trinity,2015-08-03T14:00:00Z,,0,0,FALSE,South Complex,,"South Complex fire in the (Hyampom area) which includes the Pattison Fire (Formerly known as the Gates Fire), the Castle Fires, Pelletreau Fire, and the Kerlin Fire.",2015-07-30T16:00:00Z
25118,2015,Lake,2015-08-25T06:45:00Z,,38.8142503,-122.4867319,TRUE,Jerusalem Fire,,"Jerusalem Fire started on August 9, 2015 near Jerusalem Grade Road and Soda Creek in Lower Lake/Lake County.",2015-08-09T15:34:00Z
25118,2015,Napa,2015-08-25T06:45:00Z,,38.8142503,-122.4867319,TRUE,Jerusalem Fire,,"Jerusalem Fire started on August 9, 2015 near Jerusalem Grade Road and Soda Creek in Lower Lake/Lake County.",2015-08-09T15:34:00Z
10570,2015,Lassen,2015-08-04T10:37:00Z,,40.938,-120.105,FALSE,Dodge Fire,,"The Dodge Fire started on August 3, 2015 and burned 10,570 acres 17 miles northeast of Ravendale in Lassen County.",2015-08-03T14:15:00Z
7509,2015,Del Norte,2015-11-09T12:00:00Z,,0,0,FALSE,Nickowitz Fire,,"The Nickowitz Fire started on August 1, 2015 near Orleans in Del Norte County. ",2015-08-01T23:23:00Z
7000,2015,Inyo,2015-02-12T07:35:00Z,4,0,0,TRUE,Round Fire,100,"The Round Fire burned 7,000 acres west of Highway 395 at the Sherwin Grade (Inyo County) in February 2015.",2015-02-06T14:07:00Z
7000,2015,Mono,2015-02-12T07:35:00Z,4,0,0,TRUE,Round Fire,100,"The Round Fire burned 7,000 acres west of Highway 395 at the Sherwin Grade (Inyo County) in February 2015.",2015-02-06T14:07:00Z
6980,2015,Tulare,2015-09-05T18:00:00Z,,36.24,-118.54,FALSE,Cabin Fire,,"The Cabin Fire started on July 19, 2015 in the Golden Trout Wilderness on the Sequoia National Forest in Tulare County.",2015-07-19T08:00:00Z
5702,2015,Madera,2015-08-13T10:30:00Z,,37.279722,-119.50014,FALSE,Willow Fire,,"The Willow Fire started on July 25 off and burned 5,702 acres of Willow Canyon Drive and Road 274, southeast of Bass Lake in Madera County. ",2015-07-25T14:30:00Z
4883,2015,Humboldt,2015-08-19T19:15:00Z,14,0,0,TRUE,Humboldt Lightning Fires,1392,"The Humboldt Lightning Fires started on June 30th near Alder Point-Blocksburg, in the Southeastern Humboldt County.",2015-07-30T16:02:00Z
4863,2015,Modoc,2015-07-31T20:00:00Z,,41.399,-121.392,FALSE,Frog Fire,,"Frog Fire started on July 30, 2015 and burned 4,863 acres southwest of Lava Campground on the Modoc National Forest in Modoc County. ",2015-07-30T17:45:00Z
4250,2015,San Bernardino,2015-07-21T07:00:00Z,,34.339,-117.478,TRUE,North Fire,215,"The North Fire started on July 17 near Highway 15, near Cajon on the San Bernardino National Forest in San Bernardino County and burned 4,250 acres. ",2015-07-17T14:33:00Z
3676,2015,Mono,2015-08-23T17:45:00Z,,0,0,FALSE,Walker Fire,,"The Walker Fire started on August 14, 2015 north of Walker Lake & north of June Lake Loop (Mono County).",2015-08-14T21:31:00Z
2700,2015,Alameda,2015-08-22T18:30:00Z,,37.3845,-121.3732,TRUE,Tesla Fire,18,"Tesla Fire burned 2500 acres off Tesla Road near Correl Hollow, between Livermore and Tracy in Alameda County in August 2015.",2015-08-19T14:45:00Z
2446,2015,San Luis Obispo,2015-08-28T18:15:00Z,1,35.3477,-120.6269,TRUE,Cuesta Fire,692,"The Cuesta Fire burned 2446 acres near Highway 101 in the Cuesta Grade, north of San Luis Obispo in San Luis Obispo County in August 2015.",2015-08-16T18:13:00Z
2304,2015,Nevada,2015-08-12T19:15:00Z,6,39.192088,-120.882313,TRUE,Lowell Fire,27,"The Lowell Fire started on July 25, 2015 and burned 2,304 acres off Lowell Hill Rd & Chicago Park Powerhouse Rd, Alta in Nevada County.",2015-07-25T14:37:00Z
1850,2015,San Diego,2015-08-18T19:00:00Z,,0,0,FALSE,Horno Fire,,"The Horno Fire started on August 13, 2015 and burned 1,850 acres on Camp Pendleton Military Base in San Diego County.",2015-08-13T13:03:00Z
1791,2015,San Luis Obispo,2015-06-24T18:30:00Z,4,0,0,TRUE,Park Hill Fire,15,"The Park Hill Fire started on June 20, 2015 off Park Hill Rd & Las Pilitas Rd, east of San Margarita (San Luis Obispo County)",2015-06-20T14:41:00Z
1542,2015,Trinity,2015-06-29T09:00:00Z,,40.924,-123.168,FALSE,Saddle Fire ,,"The Saddle Fire started June 10, 4 miles northwest of Hyampom in Trinity on the Shasta-Trinity National Forest and burned 1,542 acres. ",2015-06-10T15:00:00Z
1450,2015,Merced,2015-08-01T19:00:00Z,,0,0,FALSE,Creek Fire,,"Creek Fire started on July 31, 2015 and burned 1,450 acres off Hwy 152 & San Luis Creek, west of Santa Nella in Merced County.
 ",2015-07-31T21:37:00Z
1333,2015,Merced,2015-07-21T07:15:00Z,,0,0,TRUE,McCabe Fire,13,"The McCabe Fire started on July 18 off McCabe Road and Hwy I-5, north of San Luis Reservoir in Merced County and burned 1,333 acres.",2015-07-18T22:27:00Z
1086,2015,Monterey,2015-09-27T18:15:00Z,0,36.3699644,-121.589554,TRUE,Tassajara Fire,55,"The Tassajara Fire started on September 19, 2015 off Tassajara Rd at Carmel Valley Rd (Monterey County)",2015-09-19T15:00:00Z
1049,2015,Riverside,2015-04-24T07:30:00Z,,33.884313,-117.642759,TRUE,Highway Fire,54,"The Highway Fire, at Hwy 71/Hwy 91 near Prado Basin, burned 1,020 acres in April 2015",2015-04-18T18:12:00Z
1042,2015,Butte,2015-09-17T19:30:00Z,1,39.5218,-121.3363,TRUE,Lumpkin Fire,613,"Lumpkin Fire started on September 11, 2015 off of Lumpkin Road and Forbestown Rd, Robinson Mill (Butte County) and burned 1,042 acres.",2015-09-11T14:15:00Z
920,2015,Madera,2015-06-25T18:45:00Z,,37.165767,-119.523943,TRUE,Corrine Fire,43,"The Corrine Fire started on June 18, 2015 north of Auberry in Madera County.",2015-06-18T21:00:00Z
860,2015,Butte,2015-10-04T18:40:00Z,,0,0,TRUE,Meridian Fire,102,"The Meridian Fire started on October 3 off Hwy 99 & Meridian Rd, north of Chico in Butte County.",2015-10-03T21:15:00Z
673,2015,Lake,2015-09-08T19:28:00Z,,55.23,-122,TRUE,Elk Fire,270,"The Elk Fire started on September 2, 2015 off of Elk Mountain Road and Mount Dinger Road north of Upper Lake (Lake County) and burned 673 acres.",2015-09-02T14:57:00Z
670,2015,San Benito,2015-10-16T18:00:00Z,3,36.70854,-121.32734,TRUE,Cienega Fire,108,"The Cienega Fire started on October 12, 2015 off Cienega Rd & Limekiln Rd, south of Hollister (San Benito County)",2015-10-12T16:00:00Z
543,2015,Riverside,2015-08-15T17:30:00Z,,33.5736,-116.5387,FALSE,Anza Fire,,"The Anza Fire started on August 10, 2015 off Highway 74 east of Highway 371 near Anza, in Riverside County.",2015-08-10T11:44:00Z
509,2015,Mono,2015-02-20T19:00:00Z,,0,0,FALSE,Van Dyke Fire,,"The Van Dyke Fire started on February 6, 2015 in the Inyo National Forest in Mono County.",2015-02-06T16:52:00Z
500,2015,Madera,2015-06-19T08:15:00Z,,0,0,FALSE,Sky Fire,,"The Sky Fire started on June 18, 2015 near Rd 632, e miles from Hwy 41, near the community of Calvin Crest in Madera County and burned 500 acres.",2015-06-18T14:31:00Z
430,2015,Tulare,2015-07-26T10:30:00Z,,36.085212,-118.824235,TRUE,Triple Fire,,"Triple Fire started on July 21, 2015 off of Globe Dr and Mountain Rd in the town of Springville in Tulare County. and burned 430 acres.",2015-07-21T12:35:00Z
415,2015,Mariposa,2015-09-11T11:00:00Z,,0,0,FALSE,Tenaya Fire,,"The Yenaya Fire started on September 7, 2015, near the north rim of Yosemite Valley, east of Yosemite Falls in Yosemite National Park (Mariposa County).",2015-09-07T21:23:00Z
415,2015,Los Angeles,2015-06-26T17:00:00Z,,34.361007,-118.535793,FALSE,Calgrove Fire ,,"The Calgrove Fire started on June 24 and burned 415 acres off Southbound Interstate 5, North of Calgrove in Santa Clarita (Los Angeles County.",2015-06-24T13:22:00Z
400,2015,Butte,2015-08-03T17:00:00Z,,39.43963,-121.38794,TRUE,Swedes Fire,8,"The Swedes fire started on July 29, 2015 and burned 400 acres off Swedes Flat Road, 3 miles north of Bangor in Butte County.",2015-07-29T11:25:00Z
374,2015,Los Angeles,2015-08-20T08:10:00Z,,0,0,FALSE,Lincoln Fire,,"The Lincoln Fire started on August 16, 2015 off Lincoln Ave, in the Whittier Narrows Park in the City of Montebello in Los Angeles County.",2015-08-16T13:30:00Z
355,2015,Amador,2015-07-02T06:36:00Z,,0,0,TRUE,Ione Fire,,"The Ione Fire off Ione Rd & Hwy 16, east of Rancho Murietta (Amador County) burned 355 acres in July 2015 and burned 355 acres.",2015-07-02T01:58:00Z
300,2015,Los Angeles,2015-08-16T20:00:00Z,,0,0,FALSE,Warm Fire,,The Warm Fire burned 300 acres in the Angeles National Forest near Lake Hughes Road at Warm Springs Rehab Center in August 2015,2015-08-16T15:30:00Z
300,2015,Alameda,2015-06-06T07:15:00Z,,0,0,FALSE,Site Fire,,The Site Fire burned 300 acres in Alameda Co. near Corral Hollow Rd close to the Alameda-San Joaquin Co. line in June 2015.,2015-06-05T20:22:00Z
282,2015,Ventura,2015-08-12T08:00:00Z,,0,0,FALSE,Chorro Fire,,"The Chorro Fire started on August 2, 2015 and burned 282 acres off Maricopa Highway 33 and Chorro Grande Canyon, North of Ojai in Ventura County.",2015-08-02T13:15:00Z
275,2015,Merced,2015-05-11T12:15:00Z,,37.08312,-121.06963,FALSE,Forebay Fire,,"The Forebay Fire burned 275 acres off Hwy 152 near the O’Neill Forebay in Merced County in May, 2015.",2015-05-11T10:26:00Z
242,2015,Alameda,2015-05-28T10:30:00Z,,0,0,FALSE,Christensen Fire,,The Christensen Fire burned 242 acres in May 2015 off Christensen Rd and Burns Rd in the Altamont Pass area in Alameda County. ,2015-05-28T17:00:00Z
227,2015,Mendocino,2015-08-07T21:00:00Z,,0,0,FALSE,Mendocino National Forest Lightning Complex,,"The Mendocino National Forest Lightning Complex started on July 30, 2015 and was a total of 15 fire that burned 227 acres throughout Mendocino National Forest in Mendocino County.",2015-07-30T14:00:00Z
215,2015,Santa Clara,2015-09-10T18:50:00Z,,0,0,FALSE,Pacheco Fire,,"Pacheco Fire started on September 9, 2015 off Hwy 152 at Dinosaur Point, 3 miles west of San Luis Reservoir (Santa Clara County) and burned 215 acres.",2015-09-09T15:58:00Z
215,2015,Lake,2015-08-27T15:15:00Z,,38.925764,-122.879272,TRUE,Peterson Fire,,"The Peterson Fire burned 215 acres off Peterson Lane cross of Adobe Creek Road, near Kelseyville in Lake County in August 2015.",2015-08-22T17:30:00Z
214,2015,Orange,2015-07-15T18:45:00Z,,33.7626,-117.7274,FALSE,241 Fire,,"241 Fire started on July 13 off Hwy 241, south of Santiago Canyon Rd, near Irvine Lake (Orange County) and burned 214 acres.",2015-07-13T10:47:00Z
212,2015,Shasta,2015-08-01T19:00:00Z,2,40.415108,-122.439939,TRUE,China Fire,120,"The China Fire started on July 29, 2015 and burned 212 acres off China Gulch, southwest of Redding in Shasta County.",2015-07-29T17:55:00Z
211,2015,Santa Barbara,2015-06-29T17:05:00Z,,0,0,FALSE,Mesa Fire,,"The Mesa Fire off Burton Mesa Blvd in Lompoc, in Santa Barbara County. Burned 211 acres in June 2015 and burned 211 acres. ",2015-06-29T13:11:00Z
204,2015,Tuolumne,2015-08-04T18:00:00Z,,37.823,-120.15644,TRUE,Big Creek Fire,115,"The Big Creek Fire started on July 29, 2015 and burned 204 acres off Hwy 120 and Sprague Rd near Groveland in Tuolumne County and burned 204 acres.",2015-07-29T16:30:00Z
200,2015,Los Angeles,2015-08-04T08:15:00Z,,34.367,-117.683,FALSE,Pines Fire ,,The Pines Fire started on July 17 off Angeles Crest Highway (Hwy 2) north of Wrightwood and near Big Pines on the Angeles National Forest in Los Angeles County and burned 200 acres. ,2015-07-17T21:30:00Z
200,2015,Siskiyou,2015-03-02T09:00:00Z,,41.485,-121.851,FALSE,Stephens Fire,,"The Stephens Fire burned 200 acres about 18 miles northeast of McCloud, just south of Horse Peak on the Shasta-Trinity National Forest(Siskiyou County) in February 2015. ",2015-02-24T12:15:00Z
195,2015,Contra Costa,2015-07-30T16:00:00Z,,37.81629,-121.68113,FALSE,Vasco Fire,,"The Vasco Fire started on July 30, 2015 and burned 195 acres off Vasco Rd., 3 miles southwest of Byron in Contra Costa County.",2015-07-30T11:18:00Z
186,2015,Ventura,2015-08-16T12:00:00Z,,0,0,FALSE,Rustic Fire,,"The Rustic Fire started on August 14, 2015 and burned 186 acres off Rustic Hills Drive in the Wood Ranch area of Simi Valley in Ventura County. ",2015-08-14T15:22:00Z
181,2015,Siskiyou,2015-07-14T08:30:00Z,,41.8048,-122.5029,FALSE,Cooley Fire,,"Cooley Fire started on July 13 north of Montague on Cooley Road, in Siskiyou County and burned 181 acres. ",2015-07-13T17:56:00Z
171,2015,San Diego,2015-06-19T17:45:00Z,,32.9421,-116.8534,FALSE,Wildcat Fire,,"The Wildcat Fire started on June 17, 2015 off Wildcat Canyon Rd and Barona Rd, east of Fernbrook (San Diego County)",2015-06-17T17:03:00Z
170,2015,Fresno,2015-09-11T19:17:00Z,,40.400196,-120.553075,FALSE,Creek Fire,,"Creek Fire Started on September 9, 2015 off Squaw Valley Road and Sand Creek Road, (Fresno County) and burned 170 acres.",2015-09-09T14:30:00Z
170,2015,Tehama,2015-07-04T20:15:00Z,,39.8448,-122.3638,FALSE,Black Fire,,"The Black Fire started on July 4, 2015 off Black Butte Rd, near Black Butte Lake (Tehama County) and burned 170 acres.",2015-07-04T16:33:00Z
167,2015,Kern,2015-08-21T18:45:00Z,,0,0,FALSE,Flat Fire ,,"The Flat Fire burned 167 acres in Kern County southeast of Woody, south of Poso Flat Road and Burke Creek in August 2015.",2015-08-20T15:57:00Z
167,2015,San Diego,2015-07-26T06:45:00Z,,33.383889,-116.868611,FALSE,Cutca Fire,,"The Cutca Fire started on July 24, 2015 and burned 167 acres on Palomar Mountain, north of the Palomar Observatory in San Diego County.",2015-07-24T16:18:00Z
164,2015,Ventura,2015-06-25T07:00:00Z,,0,0,FALSE,River Fire,,"The River Fire started on June 22, 2015 and burned 164 acres off Acacia Way and Corporation Court, Santa Paula in Ventura county",2015-06-22T07:00:00Z
158,2015,Humboldt,2015-08-01T21:45:00Z,2,41.295667,-123.784067,TRUE,Queen Fire,57,"The Queen Fire started on July 24, 2015 and burned 158 acres off Hwy 169 & McKinnon Hill Rd, 5 miles southeast of Pecwan in Humboldt County.",2015-07-24T23:00:00Z
158,2015,Yuba,2015-06-22T11:45:00Z,3,39.2688,-121.26471,TRUE,Cook Fire,250,"The Cook Fire started June 18, 2015 near the UC Field Station, Scott Forbes Road in Yuba County.",2015-06-18T13:07:00Z
150,2015,Solano,2015-07-08T20:45:00Z,,38.4113,-122.0789,TRUE,Sky Fire,275,"The Sky Fire started on July 6, 2015 off Mix Canyon Rd & Sky Ranch Rd in Solano County and burned 150 acres.",2015-07-06T10:47:00Z
150,2015,Riverside,2015-07-04T13:00:00Z,,0,0,FALSE,Merwin Fire,,"The Merwin Fire started on July 1, 2015 off Merwin St in Moreno Valley (Riverside County) in July 2015 and burned 150 acres.",2015-07-01T20:38:00Z
146,2015,Humboldt,2015-08-29T07:00:00Z,,40.1058823,-124.0720419,TRUE,Horse Fire,45,"The Horse Fire near Saddle Mountain Road, 6 miles northeast of Shelter Cove burned 137 acres in August 2015.",2015-08-18T18:30:00Z
137,2015,Plumas,2015-04-18T23:50:00Z,,40.05083333,-120.7016667,FALSE,Ward Fire,,The Ward Fire east of Taylorsville burned in Plumas County in April 2015.,2015-04-13T05:30:00Z
135,2015,Madera,2015-06-23T18:25:00Z,,37.072561,-119.6958,FALSE,Red Fire,,"The Red Fire started on June 21, 2015 off Red Tail Road and Road 211, south of O'Neal (Madera County).",2015-06-21T12:08:00Z
128,2015,Trinity,2015-08-29T18:45:00Z,,40.724898,-122.96174,TRUE,Democrat Fire,,"The Democrat Fire burned 128 acres near Democrat Gulch, west of Weaverville in Trinity County in August 2015.",2015-08-25T14:08:00Z
122,2015,San Joaquin,2015-06-18T21:15:00Z,,0,0,FALSE,Collier Fire,,"The Collier Fire started on June 18, 2015 off Jack Tone Rd & Collier Rd, east of Herald (San Joaquin County).",2015-06-18T14:09:00Z
116,2015,Modoc,2015-07-26T10:10:00Z,,41.29226,-121.172117,FALSE,3-11 Fire,,"The 3-11 Fire start on July 23, 2015 on Splawn Mountain, northeast of Bieber in Modoc County and burned 116 acres.",2015-07-23T16:40:00Z
114,2015,Calaveras,2015-08-18T07:15:00Z,,38.052,-120.5577,TRUE,Mark Fire,20,The Marks Fire burned 114 acres off Marks Ranch Rd south of Angels Camp in Calaveras County in August 2015.,2015-08-13T16:15:00Z
112,2015,Tuolumne,2015-08-16T19:20:00Z,,37.83618,-120.61691,FALSE,Tulloch Fire,,"The Tulloch Fire started on August 15, 2015 and burned 112 acres south near Hwy 108 & Tulloch Rd, south of Lake Tulloch (Tuolumne County).",2015-08-15T16:11:00Z
111,2015,Lassen,2015-07-03T18:00:00Z,,0,0,FALSE,Shinn Fire,,"The Shinn Fire started on June 30, 2015 near Shinn Mountain, 10 miles southeast of Ravendale (Lassen County) and burned 111 acres.",2015-06-30T18:00:00Z
110,2015,Sacramento,2015-09-03T14:30:00Z,,0,0,TRUE,Apple Fire,,"The Apple Fire started on September 3, 2015 off Apple Road in Wilton, California (Sacramento County).",2015-09-03T12:12:00Z
110,2015,Tehama,2015-08-09T20:30:00Z,,40.3506868,-121.7786799,TRUE,36 Fire,,"Fire started on August 8, 2015 off Highway 36 near Paynes Creek (Tehama County) and burned 110 acres.",2015-08-08T14:55:00Z
110,2015,Placer,2015-06-08T11:45:00Z,,0,0,TRUE,Riosa Fire,,"The Riosa Fire burned 110 acres on June 8th off Riosa Road and Thousand Oaks Dr, north of Lincoln in Placer County.",2015-06-08T10:33:00Z
109,2015,Shasta,2015-09-13T10:15:00Z,,40.47512,-122.52541,TRUE,Walker Fire,45,"Walker Fire started on September 11, 2015 on Windwalker Ln & Small Farms Dr in Igo (Shasta County) and burned 109 acres.",2015-09-11T15:08:00Z
108,2015,Tuolumne,2015-09-15T19:15:00Z,1,38.04684,-120.30188,TRUE,Oak Fire,59,"The Oak Fire started on September 8, 2015 off Old Oak Ranch Rd & Big Hill Rd in the Cedar Ridge area, northeast of Sonora in (Tuolumne County) and burned 108 acres.",2015-09-08T13:23:00Z
104,2015,Butte,2015-10-02T17:50:00Z,,39.8707,-121.8938,FALSE,Munjar Fire,,"The Munjar Fire started on October 2, off Munjar Rd, 10 miles north of Chico in Butte County. ",2015-10-02T14:38:00Z
100,2015,San Bernardino,2015-06-29T09:00:00Z,,34.165974,-117.243878,FALSE,Sterling Fire,,"The Sterling Fire started on June 25, 2015 off Sterling Avenue and Foothill Drive East in San Bernardino County and burned 100 acres.",2015-06-25T18:30:00Z
95,2015,Monterey,2015-09-21T18:20:00Z,,36.5696373,-121.7556029,FALSE,Laureles Fire,,The Laureles Fire in Monterey County burned 95 acres in September 2015,2015-09-19T15:25:00Z
95,2015,San Luis Obispo,2015-07-15T07:00:00Z,,35.7183,-121.0157,TRUE,Deer Fire,379,Firefighters are battling a 150 acre fire southwest of Lake Nacimiento (San Luis Obispo County). ,2015-07-10T12:41:00Z
90,2015,Shasta,2015-07-31T18:30:00Z,,40.49865,-122.20109,FALSE,Sprig Fire,,"The Sprig Fire started on July 30, 2015 and burned 90 acres of Sprig Way and Millville Plains Rd., 10 miles southeast of Redding in Shasta County.",2015-07-30T12:57:00Z
86,2015,Tulare,2015-08-05T17:45:00Z,4,36.49845,-118.9009,TRUE,Advance Fire,150,"The Advance Fire started on July 30, 2015 and burned 86 acres near 5 miles north of the community of Three Rivers near Advance in Tulare County.",2015-07-30T12:40:00Z
80,2015,San Diego,2015-06-26T22:15:00Z,,32.6449163,-116.9454387,FALSE,Otay Fire,,"The Otay Fire started on June 26, 2016 off Otay Lakes Rd. and Woods Drive in Chula Vista (San Diego County.) Fire burned 80 acres in June 2015.",2015-06-26T16:06:00Z
80,2015,Riverside,2015-06-05T16:32:00Z,,0,0,FALSE,Harrison Fire,,"The Harrison Fire, near Ave. 66 and Harrison St. near Thermal, burned 80 acres and was 95% contained when command was turned over to BIA on June 04, 2015. ",2015-06-01T10:16:00Z
77,2015,Modoc,2015-07-25T22:00:00Z,,40.856422,-121.101623,FALSE,3-12 Fire,,"The 3-12 Fire started on July 23, 2015 in Dixie Valley, southwest of Bieber in Modoc County and burned 77 acres.",2015-07-23T17:30:00Z
75,2015,Shasta,2015-08-04T18:00:00Z,,40.67868,-121.93244,TRUE,Fern Fire,,"The Fern Fire started on August 2, 2015 and burned 75 acres off Fern Rd and Oak Run Rd, 1 mile east of the Community of Oak Run in Shasta County.",2015-08-02T03:00:00Z
75,2015,Shasta,2015-07-31T18:40:00Z,2,40.509552,-122.199227,TRUE,Mallard Fire,40,"The Mallard fire started on July 29, 2015 and burned 75 acres off Mallard Way in Millville (Shasta County.)",2015-07-29T16:30:00Z
75,2015,El Dorado,2015-07-29T14:15:00Z,,38.776,-120.404,FALSE,Kyburz Fire,,The Kyburz Fire started on July 23 and burned 75 acres off Hwy 50 at White Hall Canyon Dr on the El Dorado National Forest in El Dorado County. ,2015-07-23T14:00:00Z
75,2015,Butte,2015-07-01T20:20:00Z,,0,0,FALSE,Webb Fire,,"The Webb Fire started on July 1, 2015 off LaPorte Rd, east of Bangor (Butte County) burned 75 acres in July 2015.",2015-07-01T13:05:00Z
72,2015,Butte,2015-09-03T19:35:00Z,,26.42,-121,TRUE,Olive Fire,190,"Olive Fire, Butte County, Olive Tree Lane, south of Oroville",2015-09-02T13:18:00Z
69,2015,Siskiyou,2015-08-22T18:00:00Z,,0,0,FALSE,Prairie Fire,,The Prairie Fire burned 69 acres in the LaHonda Well area northeast of Tennant in Siskiyou County in August 2015.,2015-08-20T16:00:00Z
67,2015,Kern,2015-06-15T18:45:00Z,,35.77937,-120.19482,FALSE,Pass Fire,,"The Pass Fire started on June 15, 2015 off Highway 41 near Cottonwood Pass (Kern County).",2015-06-15T15:46:00Z
65,2015,San Bernardino,2015-08-05T09:00:00Z,,0,0,FALSE,Scales Fire,,"The Scales fire started on August 1, 2015 and burned 65 acres near I-15 and Highway 138 in the Cajon Pass in the San Bernardino National Forest, San Bernardino County.",2015-08-01T13:04:00Z
60,2015,Fresno,2015-07-22T10:00:00Z,,0,0,FALSE,Kerkhoff Fire,,The Kerkhoff Fire started on July 18 off Powerhouse rd north of the community of Auberry in Fresno County and burned 60 acres. ,2015-07-18T16:31:00Z
60,2015,Lassen,2015-06-20T19:35:00Z,,40.875667,-121.033667,FALSE,Dixie Fire,,"The Dixie Fire started on June 19, 2015 in the Dixie Valley, south of Bieber in Lassen County and burned 60 acres.",2015-06-19T16:15:00Z
60,2015,Riverside,2015-06-21T07:25:00Z,,0,0,FALSE,Grapefruit Fire,,"The Grapefruit Fire started on June 18, 2015 off Grapefruit Blvd in Thermal (Riverside County).",2015-06-18T14:16:00Z
60,2015,Mariposa,2015-06-19T20:05:00Z,,0,0,TRUE,Triangle Fire,,"The Triangle Fire started on June 18 off Triangle Rd and Nickel Plate Rd, north of Bootjack (Mariposa County)",2015-06-18T12:03:00Z
60,2015,Amador,2015-06-17T06:45:00Z,,38.260777,-121.135426,FALSE,North Fire,,"The North Fire started on June 16, 2015 near Dry Creek and E Prouty Rd, west of Herald (San Joaquin County).",2015-06-16T16:42:00Z
59,2015,Shasta,2015-08-04T08:15:00Z,,40.3929,-122.40546,TRUE,Point Fire,,"The Point Fire started on August 3, 2015 and burned 59 acres off Gas Point and Happy Valley Rd, west of Cottonwood in Shasta County.",2015-08-03T14:28:00Z
58,2015,Siskiyou,2015-10-10T18:45:00Z,,0,0,FALSE,Military Fire,,The Military Fire started on October 10 off Military Pass Road on the Shasta-Trinity National Forest in Shasta County.,2015-10-10T12:00:00Z
55,2015,San Bernardino,2015-09-11T15:00:00Z,,34.23,-116.883,FALSE,Summit Fire,,"Summit fire started on August 23, 2015 at Knickerbocker Road and Pine Knot, south of Big Bear Lake (San Bernardino County) and burned 55 acres.",2015-08-23T12:25:00Z
55,2015,San Diego,2015-08-10T15:05:00Z,,33.4115972,-117.2886249,FALSE,De Luz Fire,,"De Luz Fire started on August 9, 2015 off De Luz Road near the community of De Luz (San Diego County) and burned 55 acres.",2015-08-09T08:22:00Z
55,2015,Tehama,2015-06-17T18:30:00Z,,40.0133,-122.552,FALSE,Fork Fire,,"The Fork Fire started on June 17, 2015 off Lowrey Rd, north of Paskenta (Tehama County).",2015-06-17T12:50:00Z
54,2015,San Bernardino,2015-07-21T07:20:00Z,,34.0783472,-117.0487863,TRUE,Mill 2 Fire,,"Mill 2 Fire started on July 12, 2015 off Mill Creek Rd and Bryant St, east of Mentone (San Bernardino County)and burned 54 acres.",2015-07-12T14:46:00Z
53,2015,Alameda,2015-06-25T18:45:00Z,,0,0,FALSE,Tesla Fire,,The Tesla Fire southeast of Livermore burned 53 acres in Alameda County.,2015-06-25T16:10:00Z
52,2015,Santa Barbara,1969-12-31T16:00:00Z,,34.9522,-120.2903,FALSE,White Fire,,"The White Fire started on August 1, 2015 and burned 52 acres off White Oak Lane, east of Santa Maria in Santa Barbara County.",2015-08-01T14:32:00Z
